#;Titulo;Año;Autores;Citas;Editorial;URL;DOI;DOIcorto;Tipo;Editorial Oficial;Revista/Conferencia;;;;;
323;Ivy: a parallel simulator for variable structure systems under multi-core environments;2013;"C Yang; BH Li; X Chai; P Chi";0;inderscienceonline.com;https://www.inderscienceonline.com/doi/abs/10.1504/IJSCOM.2013.058677;http://dx.doi.org/10.1504/ijscom.2013.058677;10.1504/ijscom.2013.058677;journal-article;Inderscience Publishers;IJSCOM;0;;;;
324;J-sim: A simulation environment for wireless sensor networks;2005;"A Sobeih; WP Chen; JC Hou; LC Kung; N Li; H Lim; HY Tyan; H Zhang";220;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/1401964/?casa_token=ZjhH2opLElkAAAAA:4ckWXAQV0-WsCslt3co-NjuRy6hzepVYJ5ZkPjLPnENZdPsA5OhwGjDPFx9In_aFxA7uTa2OmVhY;http://dx.doi.org/10.1109/anss.2005.27;10.1109/anss.2005.27;proceedings-article;IEEE;38th Annual Simulation Symposium;47;;;;
325;Language support for parallel discrete-event simulations;1994;RL Bagrodia;0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/717526/;http://dx.doi.org/10.1109/wsc.1994.717526;10.1109/wsc.1994.717526;proceedings-article;IEEE;Winter Simulation Conference;31;;;;
326;Large-scale dynamic transportation network simulation: A space-time-event parallel computing approach;2017;"Y Qu; X Zhou";34;Elsevier;https://www.sciencedirect.com/science/article/pii/S0968090X16302510?casa_token=lAoqDpPDi8kAAAAA:WNcGAve6ID9hlc11_c35LFL6Yz4A-5X9W_wRBLBYl6-zk8ZnoeLujl68DChRW_7q3sEbSG3BP2xq;http://dx.doi.org/10.1016/j.trc.2016.12.003;10.1016/j.trc.2016.12.003;journal-article;Elsevier BV;Transportation Research Part C: Emerging Technologies;61;;;;
327;Large-scale network simulation techniques: examples of TCP and OSPF models;2003;"GR Yaun; D Bauer; HL Bhutada; CD Carothers; M Yuksel; S Kalyanaraman";1;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/956993.956999?casa_token=f6530xRdhYUAAAAA:CFZPCNn0zsP_PgLHpQ8GpKymlqufSJVZkG-42H8u7f5mc83F7tdD8k_9HyU4V_x8m6yVNZflOiY4eWI;http://dx.doi.org/10.1145/956993.956999;10.1145/956993.956999;journal-article;Association for Computing Machinery (ACM);SIGCOMM Comput. Commun. Rev.;29;;;;
328;Large-scale tcp models using optimistic parallel simulation;2003;"G Yaun; CD Carothers; S Kalyanaraman";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/1207431/;http://dx.doi.org/10.1109/pads.2003.1207431;10.1109/pads.2003.1207431;proceedings-article;IEEE Comput. Soc;Seventeenth Workshop on Parallel and Distributed Simulation;31;;;;
329;Latency hiding with optimistic computations;2002;"M Hybinette; RM Fujimoto";8;Elsevier;https://www.sciencedirect.com/science/article/pii/S0743731501918015;http://dx.doi.org/10.1006/jpdc.2001.1801;10.1006/jpdc.2001.1801;journal-article;Elsevier BV;Journal of Parallel and Distributed Computing;12;;;;
330;Link partitioning in parallel simulation of scale-free networks;2016;"VT Nguyen; R Fujimoto";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7789874/;http://dx.doi.org/10.1109/ds-rt.2016.17;10.1109/ds-rt.2016.17;proceedings-article;IEEE;2016 IEEE/ACM 20th International Symposium on Distributed Simulation and Real Time Applications (DS-RT);16;;;;
331;Linking spatially explicit parallel continuous and discrete models;2000;"BK Szymanski; G Chen";8;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/899160/;http://dx.doi.org/10.1109/wsc.2000.899160;10.1109/wsc.2000.899160;proceedings-article;IEEE;WSC 2000, Winter Simulation Conference;16;;;;
332;Load balance strategies for DEVS approximated parallel and distributed discrete-event simulations;2015;"A Inostrosa-Psijas; V Gil-Costa; R Solar; M Marin";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7092741/;http://dx.doi.org/10.1109/pdp.2015.13;10.1109/pdp.2015.13;proceedings-article;IEEE;2015 23rd Euromicro International Conference on Parallel, Distributed and Network-Based Processing (PDP);11;;;;
333;Load balancing for conservative simulation on shared memory multiprocessor systems;2000;"BP Gan; YH Low; S Jain; SJ Turner; W Cai; WJ Hsu; SY Huang";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/847157/;http://dx.doi.org/10.1109/pads.2000.847157;10.1109/pads.2000.847157;proceedings-article;IEEE Comput. Soc;14th Workshop on Parallel and Distributed Simulation (PADS 2000);20;;;;
334;Load Balancing for Parallel PCS Network Simulations;2000;A Boukerche;0;Scientific;https://www.worldscientific.com/doi/abs/10.1142/S0219265900000123;http://dx.doi.org/10.1142/s0219265900000123;10.1142/s0219265900000123;journal-article;World Scientific Pub Co Pte Lt;J. Inter. Net.;17;;;;
335;Load-aware dynamic time synchronization in parallel discrete event simulation;2021;"A Eker; Y Arafa; AHA Badawy; N Santhi‚ S Eidenbenz; D Ponomarev";6;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3437959.3459249?casa_token=5RMBSHphbnYAAAAA:JfEJk82akMyNMVTdR7FB4gMmsY-bEAumhwzuzanqFpSzvO38i_-GoTmxp1VJRUmVVasT-dTsOQTmUc0;http://dx.doi.org/10.1145/3437959.3459249;10.1145/3437959.3459249;proceedings-article;ACM;SIGSIM-PADS '21: SIGSIM Conference on Principles of Advanced Discrete Simulation;47;;;;
336;Local fossil identification in time warp simulations;2009;"M Chetlur; PA Wilsey";23;inderscienceonline.com;https://www.inderscienceonline.com/doi/abs/10.1504/IJSPM.2009.028623;http://dx.doi.org/10.1504/ijspm.2009.028623;10.1504/ijspm.2009.028623;journal-article;Inderscience Publishers;IJSPM;0;;;;
337;Local time evolution in Personal Communication Service model;2021;"L Ziganurova; L Shchur";0;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1740/1/012005/meta;http://dx.doi.org/10.1088/1742-6596/1740/1/012005;10.1088/1742-6596/1740/1/012005;journal-article;IOP Publishing;J. Phys.: Conf. Ser.;29;;;;
338;Local Time Warp: An implementation and performance analysis;2007;H Rajaei;8;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/4262802/?casa_token=xI5qIuqizFAAAAAA:V-C_H12ObCKqxnGeQB_u-nNo5aWnQeqQBV0kEq8tR92Wc3IFubOcAKb9dMggx_3seZKWj0ZF8gl3;http://dx.doi.org/10.1109/pads.2007.21;10.1109/pads.2007.21;proceedings-article;IEEE;21st International Workshop on Principles of Advanced and Distributed Simulation;21;;;;
339;Local versus global lookahead in conservative parallel simulations;2001;"A Boukerche; C Tropper";0;Elsevier;https://www.sciencedirect.com/science/article/pii/S0167819101000709;http://dx.doi.org/10.1016/s0167-8191(01)00070-9;10.1016/s0167-8191(01)00070-9;journal-article;Elsevier BV;Parallel Computing;37;;;;
340;Local Virtual Times Analysis in PCS Model;2021;"L Ziganurova; L Shchur";0;techrxiv.org;https://www.techrxiv.org/articles/preprint/Local_Virtual_Times_Analysis_in_PCS_Model/14778210;http://dx.doi.org/10.36227/techrxiv.14778210.v1;10.36227/techrxiv.14778210.v1;posted-content;Institute of Electrical and Electronics Engineers (IEEE);None;0;;;;
341;Locality-preserving load-balancing mechanisms for synchronous simulations on shared-memory multiprocessors;2000;"VY Vee; WJ Hsu";0;Scientific;https://www.worldscientific.com/doi/abs/10.1142/S0129626400000123;http://dx.doi.org/10.1109/pads.2000.847156;10.1109/pads.2000.847156;proceedings-article;IEEE Comput. Soc;14th Workshop on Parallel and Distributed Simulation (PADS 2000);20;;;;
342;Locally optimistic methods of concurrent simulation;1993;D Arvind;89;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/410694/;http://dx.doi.org/10.1109/eurdac.1993.410694;10.1109/eurdac.1993.410694;proceedings-article;IEEE Comput. Soc. Press;EURO-DAC 93 and EURO-VHDL 93- European Design Automation Conference;9;;;;
343;Logic process merging for conservative parallel simulation of logic circuits;2013;"L Wang; YS Deng";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6615484/;http://dx.doi.org/10.1109/icsess.2013.6615484;10.1109/icsess.2013.6615484;proceedings-article;IEEE;2013 IEEE 4th International Conference on Software Engineering and Service Science (ICSESS);13;;;;
344;Lookahead revisited in wireless network simulations;2002;"J Liu; DM Nicol";50;Citeseer;https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=98aff7bb8389baa753ffb658a940da0f6b4f706c;http://dx.doi.org/10.1109/pads.2002.1004203;10.1109/pads.2002.1004203;proceedings-article;IEEE Comput. Soc;16th Workshop on Parallel and Distributed Simulation;18;;;;
345;Lookback: a new way of exploiting parallelism in discrete event simulation.;2002;"G Chen; BK Szymanski";0;researchgate.net;https://www.researchgate.net/profile/Boleslaw_Szymanski/publication/3948426_Lookbacka_new_way_of_exploiting_parallelism_in_discrete_event_simulation/links/00b7d51f958a201439000000/Lookbacka-new-way-of-exploiting-parallelism-in-discrete-event-simulation.pdf;http://dx.doi.org/10.1109/pads.2002.1004211;10.1109/pads.2002.1004211;proceedings-article;IEEE Comput. Soc;16th Workshop on Parallel and Distributed Simulation;21;;;;
346;MAC transmission protocols for delay-tolerant sensor networks;2017;"A Boukerche; X Zhou";0;Elsevier;https://www.sciencedirect.com/science/article/pii/S1389128617302566?casa_token=MZa2lLdw6EwAAAAA:KUleo5lb2dPO3cPNQfZnLbEmfNKaHS2jR4uAA_zrGhWL-mquQdCN84XDKqmfq7sYSjA6KPHa0ff1;http://dx.doi.org/10.1016/j.comnet.2017.06.012;10.1016/j.comnet.2017.06.012;journal-article;Elsevier BV;Computer Networks;70;;;;
347;MAHA: Migration-based adaptive heuristic algorithm for large-scale network simulations;2020;"M Ibrahim; MA Iqbal; M Aleem; MA Islam; NS Vo";10;Springer;https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10586-019-02991-5&casa_token=ydpR2JFyV60AAAAA:o961lQiX3jJN7NxAmcVrWfnhGaolz8eiaNzcSx5Q0Z2zVt6pYEY-MwVmN7QLiegYjxUndoKYTAbeVFD4Mys;http://dx.doi.org/10.1007/s10586-019-02991-5;10.1007/s10586-019-02991-5;journal-article;Springer Science and Business Media LLC;Cluster Comput;41;;;;
348;Maisie: A language for the design of efficient discrete-event simulations;1994;"RL Bagrodia; WT Liao";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/277572/;http://dx.doi.org/10.1109/32.277572;10.1109/32.277572;journal-article;Institute of Electrical and Electronics Engineers (IEEE);IIEEE Trans. Software Eng.;35;;;;
349;Making parallel simulations go fast;1992;"PF Reynolds Jr; CM Pancerella; S Srinivasan";12;dl.acm.org;https://dl.acm.org/doi/pdf/10.1145/167293.167658;http://dx.doi.org/10.1145/167293.167658;10.1145/167293.167658;proceedings-article;ACM Press;the 24th conference;0;;;;
350;Manifold: A parallel simulation framework for multicore systems;2014;"J Wang; J Beu; R Bheda; T Conte; Z Dong; C Kersey; M Rasquinha; G Riley; W Song; H Xiao; P Xu; S Yalamanchili";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6844466/;http://dx.doi.org/10.1109/ispass.2014.6844466;10.1109/ispass.2014.6844466;proceedings-article;IEEE;2014 IEEE International Symposium on Performance Analysis of Systems and Software (ISPASS);28;;;;
351;Master/worker parallel discrete event simulation;2009;AJ Park;5;search.proquest.com;https://search.proquest.com/openview/57f844bf9112d21de040ec7651442452/1?pq-origsite=gscholar&cbl=18750;http://dx.doi.org/10.1109/pads.2009.9;10.1109/pads.2009.9;proceedings-article;IEEE;2009 ACM/IEEE/SCS 23rd Workshop on Principles of Advanced and Distributed Simulation (PADS);12;;;;
352;mcQEMU: Time-Accurate Simulation of Multi-core platforms using QEMU;2020;"H Carvalho; G Nelissen; P Zaykov";8;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9217813/?casa_token=6zp1lvg4TwkAAAAA:aKyKIjYAcouBl2epndP4I4eVuA8Z-Ky2GdyDWTyj4DZfpQ4rxCTOYVkXkQs-yjpjOgz45580QEsl;http://dx.doi.org/10.1109/dsd51259.2020.00024;10.1109/dsd51259.2020.00024;proceedings-article;IEEE;2020 23rd Euromicro Conference on Digital System Design (DSD);19;Es sobre máquinas virtuales, pero usa conceptos de manejo de tiempo en PDES.;;;
353;Measuring the Efficiency of Parallel Discrete Event Simulation in Heterogeneous Execution Environments;2016;"G Lencse; I Derka";0;acta.sze.hu;https://acta.sze.hu/index.php/acta/article/view/394;http://dx.doi.org/10.14513/actatechjaur.v9.n1.394;10.14513/actatechjaur.v9.n1.394;journal-article;Szechenyi Istvan University;Acta Tech Jaur;0;;;;
354;Measuring the realtime capability of parallel-discrete-event-simulations;2021;"C Obermaier; R Riebl; AH Al-Bayatti; S Khan; C Facchi";0;mdpi.com;https://www.mdpi.com/2079-9292/10/6/636;http://dx.doi.org/10.3390/electronics10060636;10.3390/electronics10060636;journal-article;MDPI AG;Electronics;40;;;;
355;Method for benchmarking single board computers for building a mini supercomputer for simulation of telecommunication systems;2015;"G Lencse; S Répás";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7296261/;http://dx.doi.org/10.1109/tsp.2015.7296261;10.1109/tsp.2015.7296261;proceedings-article;IEEE;2015 38th International Conference on Telecommunications and Signal Processing (TSP);10;;;;
356;Micro-synchronization in conservative parallel network simulation;2008;"S Lin; X Cheng; J Lv";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/4545347/;http://dx.doi.org/10.1109/pads.2008.10;10.1109/pads.2008.10;proceedings-article;IEEE;2008 ACM/IEEE/SCS Workshop on Principles of Advanced and Distributed Simulation ( PADS);20;;;;
357;Mobile-process-based parallel simulation;1996;"J Sang; E Mascarenhas; V Rego";12;Elsevier;https://www.sciencedirect.com/science/article/pii/S0743731596900209;http://dx.doi.org/10.1006/jpdc.1996.0020;10.1006/jpdc.1996.0020;journal-article;Elsevier BV;Journal of Parallel and Distributed Computing;0;;;;
358;Mobiliti: Scalable transportation simulation using high-performance parallel computing;2018;"C Chan; B Wang; J Bachan; J Macfarlane";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8569397/?casa_token=ySaK4AJYvD8AAAAA:t4VU75NTWgeBhqAvCUUsQcPDuDfutLSevaXGAbDgQ706TKiMIFS4cvUvpZJBFG8sXhn5HjapTK-I;http://dx.doi.org/10.1109/itsc.2018.8569397;10.1109/itsc.2018.8569397;proceedings-article;IEEE;2018 21st International Conference on Intelligent Transportation Systems (ITSC);32;;;;
359;Mobility adaptive cross layer design for reliable route discovery in ad-hoc networks;2007;"B Ramachandran; S Shanmugavel";19;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/4475750/?casa_token=GmcRgH0QsogAAAAA:FxvuRYCosea1rmtmX0ZLb4BZLX28UkwIZp_N7WFvRlH8hZPoODbS97SnmQDI1BMlQHquoNChDKq0;http://dx.doi.org/10.1109/wcsn.2007.4475750;10.1109/wcsn.2007.4475750;proceedings-article;IEEE;Third International Conference on Wireless Communication and Sensor Networks (WCSN-2007);11;;;;
360;Model and simulation of exascale communication networks;2012;"N Liu; C Carothers; J Cope; P Carns; R Ross";30;Francis;https://www.tandfonline.com/doi/abs/10.1057/jos.2012.4;http://dx.doi.org/10.1057/jos.2012.4;10.1057/jos.2012.4;journal-article;Informa UK Limited;Journal of Simulation;8;;;;
361;Model for the evolution of the time profile in optimistic parallel discrete event simulations;2016;"L Ziganurova; MA Novotny; LN Shchur";10;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/681/1/012047/meta;http://dx.doi.org/10.1088/1742-6596/681/1/012047;10.1088/1742-6596/681/1/012047;journal-article;IOP Publishing;J. Phys.: Conf. Ser.;12;;;;
362;Model structure and load balancing in optimistic parallel discrete event simulation;2000;"TK Som; RG Sargent";37;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/847158/;http://dx.doi.org/10.1109/pads.2000.847158;10.1109/pads.2000.847158;proceedings-article;IEEE Comput. Soc;14th Workshop on Parallel and Distributed Simulation (PADS 2000);10;;;;
363;Modeling a million-node dragonfly network using massively parallel discrete-event simulation;2012;"M Mubarak; CD Carothers; R Ross; P Carns";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6495838/;http://dx.doi.org/10.1109/sc.companion.2012.56;10.1109/sc.companion.2012.56;proceedings-article;IEEE;2012 SC Companion: High Performance Computing, Networking, Storage and Analysis (SCC);25;;;;
364;Modeling and simulation of large-scale social networks using parallel discrete event simulation;2013;"B Hou; Y Yao; B Wang; D Liao";35;journals.sagepub.com;https://journals.sagepub.com/doi/pdf/10.1177/0037549713495752;http://dx.doi.org/10.1177/0037549713495752;10.1177/0037549713495752;journal-article;SAGE Publications;SIMULATION;56;;;;
365;Modeling billion-node torus networks using massively parallel discrete-event simulation;2011;"N Liu; CD Carothers";43;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5936761/?casa_token=GBrC4vsZd6IAAAAA:W2gOUn1yiCC-U9wsu_0z_RASTEVo3Pc1Lw97xuLv_8X6-FtGkh71Qr6TRlnnVfg59J78Eua7ArCJ;http://dx.doi.org/10.1109/pads.2011.5936761;10.1109/pads.2011.5936761;proceedings-article;IEEE;2011 ACM/IEEE/SCS 25th Workshop on Principles of Advanced and Distributed Simulation (PADS);31;;;;
366;Modeling Time;2015;ML Loper;2;Springer;https://link.springer.com/chapter/10.1007/978-1-4471-5634-5_9;http://dx.doi.org/10.1007/978-1-4471-5634-5_9;10.1007/978-1-4471-5634-5_9;book-chapter;Springer London;Modeling and Simulation in the Systems Engineering Life Cycle;26;Tal vez le interesa a Mauricio;;;
367;Modelling and performance assessment of large ATM switching networks on loosely-coupled parallel processors;1996;"W Liu; E Dirkx; G Petit; J Tiberghien";0;Elsevier;https://www.sciencedirect.com/science/article/pii/0165607496000294;http://dx.doi.org/10.1016/0165-6074(96)00029-4;10.1016/0165-6074(96)00029-4;journal-article;Elsevier BV;Microprocessing and Microprogramming;22;;;;
368;Modelling search engines performance using coloured petri nets;2014;"V Gil-Costa; M Marin; A Inostrosa-Psijas; J Lobos; C Bonacic";3;content.iospress.com;https://content.iospress.com/articles/fundamenta-informaticae/fi131-1-07;http://dx.doi.org/10.3233/fi-2014-1007;10.3233/fi-2014-1007;journal-article;IOS Press;Fundamenta Informaticae;0;;;;
369;Models of computation for parallel discrete event simulation;1998;SJ Turner;9;Elsevier;https://www.sciencedirect.com/science/article/pii/S1383762197000556;http://dx.doi.org/10.1016/s1383-7621(97)00055-6;10.1016/s1383-7621(97)00055-6;journal-article;Elsevier BV;Journal of Systems Architecture;31;;;;
370;Modular state space exploration for timed Petri nets;2007;"C Lakos; L Petrucci";33;Springer;https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10009-007-0033-2&casa_token=hTp-adqr9IsAAAAA:DFnHwsQ0SLtmq050Vxk2RBCSwvpieSeDxBtOXETbQNFiCr4Z4hywrjXbdramq-jWH4zD_B-0iN9mkPqzOZM;http://dx.doi.org/10.1007/s10009-007-0033-2;10.1007/s10009-007-0033-2;journal-article;Springer Science and Business Media LLC;Int J Softw Tools Technol Transfer;16;;;;
371;MPI-SIM: using parallel simulation to evaluate MPI programs;1998;"S Prakash; RL Bagrodia";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/745023/;http://dx.doi.org/10.1109/wsc.1998.745023;10.1109/wsc.1998.745023;proceedings-article;IEEE;IEEE Winter Simulation Conference;19;;;;
372;MULTES: multilevel temporal-parallel event-driven simulation;2013;"D Kim; M Ciesielski; S Yang";2;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6516614/?casa_token=fr6T3_h1UggAAAAA:z9SuesgwhaghZHPJ2HOaP9cvWMlm6w3ZNTkLnKurJDU6KoiUG-d0R6qONvxo5hUKLe-OspciWpwh;http://dx.doi.org/10.1109/tcad.2013.2237769;10.1109/tcad.2013.2237769;journal-article;Institute of Electrical and Electronics Engineers (IEEE);IEEE Trans. Comput.-Aided Des. Integr. Circuits Syst.;26;;;;
373;Multi-Agent Systems Simulation Base on HLA Framework;2011;"X Wang; L Zhang";0;Springer;https://link.springer.com/chapter/10.1007/978-3-642-25646-2_45;http://dx.doi.org/10.1007/978-3-642-25646-2_45;10.1007/978-3-642-25646-2_45;book-chapter;Springer Berlin Heidelberg;Lecture Notes in Electrical Engineering;7;;;;
374;Multi-node Multi-agent Cloud Simulation: Approximating Synchronisation;2015;"A Giardina; Y Yang; H Vu; R Vasa";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7304339/?casa_token=zcfdiLKemXUAAAAA:WHhAT6OJmgsLy8BcbXF62UeIeN3i5L8G5EGjrYMN31tsBKN4p__mooYLwGmTYGjzgBdLkoSSsFKq;http://dx.doi.org/10.1109/escience.2015.32;10.1109/escience.2015.32;proceedings-article;IEEE;2015 IEEE 11th International Conference on e-Science (e-Science);23;;;;
375;Multi-processor distributed simulation for job-shop scheduling: boon or bane?;1996;KH Koh;0;Francis;https://www.tandfonline.com/doi/abs/10.1080/095119296131409;http://dx.doi.org/10.1080/095119296131409;10.1080/095119296131409;journal-article;Informa UK Limited;International Journal of Computer Integrated Manufacturing;0;;;;
376;Multicore acceleration of discrete event system specification systems;2012;"Q Liu; G Wainer";0;journals.sagepub.com;https://journals.sagepub.com/doi/pdf/10.1177/0037549711412237;http://dx.doi.org/10.1177/0037549711412237;10.1177/0037549711412237;journal-article;SAGE Publications;SIMULATION;74;;;;
377;Multiscale simulation of stochastic reaction-diffusion networks;2017;"S Engblom; A Hellander; P Lötstedt";1;Springer;https://link.springer.com/chapter/10.1007/978-3-319-62627-7_3;http://dx.doi.org/10.1007/978-3-319-62627-7_3;10.1007/978-3-319-62627-7_3;book-chapter;Springer International Publishing;Stochastic Processes, Multiscale Modeling, and Numerical Methods for Computational Cellular Biology;149;;;;
378;Multithreaded stochastic PDES for reactions and diffusions in neurons;2016;"Z Lin; C Tropper; RA McDougal; MNI Patoary; WW Lytton; Y Yao; ML Hines";9;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/2987373?casa_token=CJhucD_W-vUAAAAA:iWX4j76wVUlg7YTDjq9vGUr5nyf9heCpvrvVnh9CgD39iRF34tm1-RlA7AelC5IC5FTR-SNjYOrcnWI;http://dx.doi.org/10.1145/2987373;10.1145/2987373;journal-article;Association for Computing Machinery (ACM);ACM Trans. Model. Comput. Simul.;51;;;;
379;Network aware time management and event distribution;2000;"GF Riley; R Fujimoto; MH Ammar";29;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/847153/;http://dx.doi.org/10.1109/pads.2000.847153;10.1109/pads.2000.847153;proceedings-article;IEEE Comput. Soc;14th Workshop on Parallel and Distributed Simulation (PADS 2000);10;;;;
380;Network on a chip: modeling wireless networks with asynchronous VLSI;2001;"R Manohar; C Kelly";11;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/965373/?casa_token=DQLc6TFmSGMAAAAA:BiZbnMGwnWbvfMhlE7ydB_-ECegEG4kelVTZVqA0-XySZAlETwx__88voo3FLJcaXusKNUwLHxSg;http://dx.doi.org/10.1109/35.965373;10.1109/35.965373;journal-article;Institute of Electrical and Electronics Engineers (IEEE);IEEE Commun. Mag.;14;Parece que no es una simulacion paralela;;;
381;New algorithms for the parallel CD++ simulation environment;2007;S Jafer;2;curve.carleton.ca;https://curve.carleton.ca/system/files/etd/3c5aee7f-c65c-499a-afe4-4e967d2450b0/etd_pdf/e72673cdee8ee4a3b93b4ab928725813/jafer-newalgorithmsfortheparallelcdsimulationenvironment.pdf;http://dx.doi.org/10.22215/etd/2007-07896;10.22215/etd/2007-07896;dissertation;Carleton University;None;0;;;;
382;New techniques for parallel simulation of DEVS and cell-DEVS models in CD++;2005;E Glinsky;0;curve.carleton.ca;https://curve.carleton.ca/system/files/etd/d66c7fe3-f326-45ca-83a0-34871fe72fb0/etd_pdf/245255fbf1c439df9228ac9158eb90cf/glinsky-newtechniquesforparallelsimulationofdevsand.pdf;http://dx.doi.org/10.22215/etd/2005-08125;10.22215/etd/2005-08125;dissertation;Carleton University;None;0;;;;
383;NPSI Adaptive Synchronization Algorithms for Parallel Discrete Event Simulation;1995;S Srinivasan;0;Citeseer;https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=fde5f4f7611251650dc20bc1511169eaee28888a;http://dx.doi.org/10.18130/v3rb8m;10.18130/v3rb8m;dissertation;University of Virginia;None;0;;;;
384;NPSI adaptive synchronization algorithms for PDES;1995;"S Srinivasan; PF Reynolds Jr";3;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/224401.224705;http://dx.doi.org/10.1109/wsc.1995.478841;10.1109/wsc.1995.478841;proceedings-article;IEEE;1995 Winter Simulation Conference;0;;;;
385;Nsim: An interconnection network simulator for extreme-scale parallel computers;2011;"H Miwa; R Susukita; H Shibamura; T Hirao‚ J Maki; M Yoshida; T Kando; Y Ajima; I Miyoshi; T Shimizu; Y Oinaga; H Ando; Y Inadomi; K Inoue; M Aoyagi; K Murakami";10;search.ieice.org;https://search.ieice.org/bin/summary.php?id=e94-d_12_2298;http://dx.doi.org/10.1587/transinf.e94.d.2298;10.1587/transinf.e94.d.2298;journal-article;Institute of Electronics, Information and Communications Engineers (IEICE);"IEICE Trans. Inf. &amp; Syst.";16;;;;
386;ON DECIDING BETWEEN CONSERVATIVE AND OPTIMISTIC APPROACHES ON MASSIVELY PARALLEL PLATFORMS;2010;"CD Carothers; KS Perumalla";0;kalper.net;https://kalper.net/kp/publication/pub-114-consopt-wsc10/pub-114-consopt-wsc10.pdf;http://dx.doi.org/10.1109/wsc.2010.5679119;10.1109/wsc.2010.5679119;proceedings-article;IEEE;2010 Winter Simulation Conference - (WSC 2010);26;;;;
387;On parallel stochastic simulation of diffusive systems;2008;"L Dematte; T Mazza";55;Springer;https://link.springer.com/chapter/10.1007/978-3-540-88562-7_16;http://dx.doi.org/10.1007/978-3-540-88562-7_16;10.1007/978-3-540-88562-7_16;book-chapter;Springer Berlin Heidelberg;Computational Methods in Systems Biology;39;;;;
388;On the parallel simulation of scale-free networks;2013;"RS Pienta; RM Fujimoto";17;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/2486092.2486115?casa_token=JdVXRsuY-MkAAAAA:6To9-E8dZ1SWOFxI16zjK5lI5ysQbr1HxmLPmWGzpBWmvURbxD-Z8jGDyvZc4IRH7-mjXmgJC9wfiJM;http://dx.doi.org/10.1145/2486092.2486115;10.1145/2486092.2486115;proceedings-article;ACM;SIGSIM-PADS '13: SIGSIM Principles of Advanced Discrete Simulation;33;;;;
389;On the processor scheduling problem in time warp synchronization;2002;"F Quaglia; V Cortellessa";15;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/643114.643115?casa_token=_0nImtp0NRkAAAAA:Fj_D6BG07Mo0d8s_dhCgAG6yWyb_4ten_JnYmPP3qarLi_syUvJem0X47dPaIEct_2tDiW8T_8FWljI;http://dx.doi.org/10.1145/643114.643115;10.1145/643114.643115;journal-article;Association for Computing Machinery (ACM);ACM Trans. Model. Comput. Simul.;28;;;;
